original_taxon,clean_species,relative_abundance,sample_id,source,category,macrocategory,country
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,43.82665,TGS12-22,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,2.39137,TGS12-22,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002,streptococcus_thermophilus,53.78198,TGS12-22,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,42.62311,TGS12-23,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,5.91531,TGS12-23,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002,streptococcus_thermophilus,51.46158,TGS12-23,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,57.36623,TGS12-24,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,8.04065,TGS12-24,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002,streptococcus_thermophilus,34.59312,TGS12-24,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,41.35653,TGS12-25,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,4.96077,TGS12-25,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002,streptococcus_thermophilus,53.6827,TGS12-25,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,49.80349,TGS12-26,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,4.80248,TGS12-26,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002,streptococcus_thermophilus,45.37809,TGS12-26,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_sp_P100|t__SGB23955,rothia_sp_p100,0.00758,TGS12-26,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_palustris|t__SGB16663,kocuria_palustris,0.00837,TGS12-26,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,87.82185,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,2.19287,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639,brevibacterium_aurantiacum,0.20058,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142,lacticaseibacillus_paracasei,1.03896,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_nigrifaciens|t__SGB13904,pseudoalteromonas_nigrifaciens,0.0672,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_immobilis|t__SGB10459,psychrobacter_immobilis,0.85756,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_immobilis|t__SGB10451,psychrobacter_immobilis,0.11658,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_faecalis|t__SGB10464,psychrobacter_faecalis,0.84322,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile|t__SGB17034,corynebacterium_variabile,0.52576,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002,streptococcus_thermophilus,5.6533,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp_APC_3426|t__SGB99643,psychrobacter_sp_apc_3426,0.31073,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__CFGB92234|o__OFGB92234|f__FGB92234|g__GGB49272|s__GGB49272_SGB69136|t__SGB69136,ggb49272_sgb69136,0.03381,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__GGB129573|s__GGB129573_SGB66234|t__SGB66234,ggb129573_sgb66234,0.25437,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_yomogidense|t__SGB16632,brevibacterium_yomogidense,0.08321,TGS12-27,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,63.4634,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum|t__SGB7202,lactiplantibacillus_plantarum,0.0909,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,3.04287,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides|t__SGB7126,leuconostoc_mesenteroides,0.00455,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum|t__SGB7843,staphylococcus_equorum,0.00682,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639,brevibacterium_aurantiacum,0.03015,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142,lacticaseibacillus_paracasei,0.35476,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lundensis|t__SGB12101,pseudomonas_lundensis,0.01821,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002,streptococcus_thermophilus,32.85567,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii|t__SGB7020,lactobacillus_delbrueckii,0.13268,TGS12-28,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,61.00585,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum|t__SGB7202,lactiplantibacillus_plantarum,0.00028,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,0.43301,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides|t__SGB7126,leuconostoc_mesenteroides,0.01562,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_239c|t__SGB16641,brevibacterium_sp_239c,0.48979,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum|t__SGB7843,staphylococcus_equorum,6.43343,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_alimentarium|t__SGB16653,brachybacterium_alimentarium,1.53118,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639,brevibacterium_aurantiacum,9.6353,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_UCMA_11754|t__SGB98795,brevibacterium_sp_ucma_11754,0.00197,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142,lacticaseibacillus_paracasei,3.53651,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_antiquum|t__SGB98794,brevibacterium_antiquum,0.00054,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7967,enterococcus_faecium,0.47894,TGS12-29,cfmd_food,dairy,food,IRL
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii_group_1|t__EUK4959_1,debaryomyces_hansenii_group_1,0.00772,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_tyrofermentans|t__SGB69231,brachybacterium_tyrofermentans,0.13894,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus|s__Marinilactibacillus_psychrotolerans|t__SGB7876,marinilactibacillus_psychrotolerans,0.00027,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__SGB7962,enterococcus_faecalis,0.01988,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_paraplantarum|t__SGB7201,lactiplantibacillus_paraplantarum,0.01316,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sandarakinum|t__SGB16640,brevibacterium_sandarakinum,0.00312,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__GGB74290|s__GGB74290_SGB99069|t__SGB99069,ggb74290_sgb99069,1.05477,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__GGB52421|s__GGB52421_SGB73284|t__SGB73284,ggb52421_sgb73284,2.18098,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus_koreensis|t__SGB29882,tetragenococcus_koreensis,0.08052,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Ruaniaceae|g__Ruania|s__Ruania_SGB99014|t__SGB99014,ruania_sgb99014,0.08197,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__GGB42949|s__GGB42949_SGB60172|t__SGB60172,ggb42949_sgb60172,0.07866,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__GGB71869|s__GGB71869_SGB98873|t__SGB98873,ggb71869_sgb98873,0.08968,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus_halophilus|t__SGB7926,tetragenococcus_halophilus,0.78323,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB93118|t__SGB93118,brachybacterium_sgb93118,0.11689,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_helveticus|t__SGB7048,lactobacillus_helveticus,0.01482,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sacelli|t__SGB93116,brachybacterium_sacelli,0.00276,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saprophyticus|t__SGB7848,staphylococcus_saprophyticus,0.0406,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB100385|t__SGB100385,brachybacterium_sgb100385,0.01792,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_succinus|t__SGB7842,staphylococcus_succinus,0.23247,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsidaceae|g__Nocardiopsis|s__Nocardiopsis_sp_JB363|t__SGB16395,nocardiopsis_sp_jb363,0.35292,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__GGB72429|s__GGB72429_SGB99621|t__SGB99621,ggb72429_sgb99621,0.06344,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp_FME24|t__SGB87479,brachybacterium_sp_fme24,0.00204,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB69237|t__SGB69237,corynebacterium_sgb69237,0.00204,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Citricoccus|s__Citricoccus_SGB98783|t__SGB98783,citricoccus_sgb98783,0.00278,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_lentus|t__SGB7817,mammaliicoccus_lentus,0.15631,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002,streptococcus_thermophilus,0.0134,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_curvatus|t__SGB7249,latilactobacillus_curvatus,0.04197,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__SGB15904,propionibacterium_freudenreichii,2.34472,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus|t__SGB7929,enterococcus_gilvus,0.04953,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Luteococcus|s__Luteococcus_japonicus|t__SGB15908,luteococcus_japonicus,0.12307,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei|t__SGB7248,latilactobacillus_sakei,0.5005,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_carnosum|t__SGB7129,leuconostoc_carnosum,0.02913,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__GGB71817|s__GGB71817_SGB98814|t__SGB98814,ggb71817_sgb98814,0.00747,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_gubbeenense|t__SGB34904,microbacterium_gubbeenense,0.01397,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp_Z12|t__SGB87477,brachybacterium_sp_z12,1.36527,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_casei|t__SGB11844,halomonas_casei,0.01268,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_SGB69235|t__SGB69235,arthrobacter_sgb69235,0.00945,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__CFGB92234|o__OFGB92234|f__FGB92234|g__GGB49272|s__GGB49272_SGB69136|t__SGB69136,ggb49272_sgb69136,0.00117,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB98807|t__SGB98807,brevibacterium_sgb98807,0.22073,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_yomogidense|t__SGB16632,brevibacterium_yomogidense,0.5497,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae|g__GGB10128|s__GGB10128_SGB98950|t__SGB98950,ggb10128_sgb98950,0.03461,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Advenella|s__Advenella_sp_S44|t__SGB11983,advenella_sp_s44,0.00542,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB49493|s__GGB49493_SGB69432|t__SGB69432,ggb49493_sgb69432,0.00244,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_JB110|t__SGB16938,microbacterium_sp_jb110,0.00358,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB98808|t__SGB98808,brevibacterium_sgb98808,2.06399,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_SGB94720|t__SGB94720,jeotgalicoccus_sgb94720,0.10102,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_SGB98731|t__SGB98731,dietzia_sgb98731,0.00599,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae|g__GGB10111|s__GGB10111_SGB93302|t__SGB93302,ggb10111_sgb93302,0.08717,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus|s__Salinicoccus_SGB96907|t__SGB96907,salinicoccus_sgb96907,0.08223,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB66223|t__SGB66223,microbacterium_sgb66223,0.14866,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_SGB66233|t__SGB66233,dietzia_sgb66233,0.08743,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__GGB71772|s__GGB71772_SGB98739|t__SGB98739,ggb71772_sgb98739,2.98265,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__GGB72001|s__GGB72001_SGB99057|t__SGB99057,ggb72001_sgb99057,0.00711,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Ruaniaceae|g__Ruania|s__Ruania_SGB99013|t__SGB99013,ruania_sgb99013,0.00113,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_resistens|t__SGB175359,microbacterium_resistens,0.00348,TGS12-29,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,53.27831,TGS12-30,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,lactococcus_cremoris,1.8688,TGS12-30,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_239c|t__SGB16641,brevibacterium_sp_239c,0.40696,TGS12-30,cfmd_food,dairy,food,IRL
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum|t__SGB7843,staphylococcus_equorum,1.64029,TGS12-30,cfmd_food,dairy,food,IRL
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_alimentarium|t__SGB16653,brachybacterium_alimentarium,0.67758,TGS12-30,cfmd_food,dairy,food,IRL
